"","N","SDiD","SC","TWFE"
"349",250,0.390062093734741,0.0234758853912354,0.0106041431427002
"350",250,0.374767065048218,0.0205528736114502,0.0106132030487061
"351",250,0.387351989746094,0.0225150585174561,0.010638952255249
"352",250,0.373114824295044,0.0222070217132568,0.0111298561096191
"353",250,0.372307062149048,0.0180327892303467,0.0107529163360596
"354",250,0.363649129867554,0.0188319683074951,0.0111501216888428
"355",250,0.369106769561768,0.0188949108123779,0.0119228363037109
"356",250,0.370224952697754,0.0223691463470459,0.0115218162536621
"357",250,0.360819816589355,0.0223209857940674,0.0109190940856934
"358",250,0.37921404838562,0.0189249515533447,0.0101161003112793
"359",250,0.382355928421021,0.018744945526123,0.0112590789794922
"360",250,0.369343996047974,0.0184688568115234,0.0110139846801758
"361",250,0.389616966247559,0.0192520618438721,0.0106821060180664
"362",250,0.376228094100952,0.0188860893249512,0.0106990337371826
"363",250,0.375875949859619,0.0185329914093018,0.0105481147766113
"364",250,0.381877899169922,0.01938796043396,0.0116579532623291
"365",250,0.361002922058105,0.0195889472961426,0.0106790065765381
"366",250,0.345092058181763,0.0278370380401611,0.0102689266204834
"367",250,0.348694801330566,0.0298399925231934,0.0103180408477783
"368",250,0.353263139724731,0.0362799167633057,0.011099100112915
"369",250,0.363526105880737,0.0282089710235596,0.0110559463500977
"370",250,0.34626317024231,0.020237922668457,0.0202279090881348
"371",250,0.432776927947998,0.0196599960327148,0.0104820728302002
"372",250,0.339385032653809,0.0197689533233643,0.0106489658355713
"373",250,0.350349903106689,0.0183911323547363,0.0111219882965088
"374",250,0.356163024902344,0.0193791389465332,0.011160135269165
"375",250,0.35168194770813,0.0218319892883301,0.0102910995483398
"376",250,0.349570989608765,0.0212562084197998,0.0103049278259277
"377",250,0.345322847366333,0.0194158554077148,0.0102469921112061
"378",250,0.361313104629517,0.0216019153594971,0.0105669498443604
"379",250,0.357049942016602,0.019582986831665,0.0106339454650879
"380",250,0.350791931152344,0.0191431045532227,0.010714054107666
"381",250,0.350202083587646,0.0224399566650391,0.0113427639007568
"382",250,0.354387998580933,0.0188901424407959,0.0111560821533203
"383",250,0.362294912338257,0.0224311351776123,0.0106649398803711
"384",250,0.352839231491089,0.0185220241546631,0.0113790035247803
"385",250,0.361057043075562,0.0185761451721191,0.011181116104126
"386",250,0.35133695602417,0.0207579135894775,0.0105750560760498
"387",250,0.35971212387085,0.0184659957885742,0.0107550621032715
"388",250,0.359050989151001,0.0222251415252686,0.0111870765686035
"389",250,0.385127067565918,0.0220139026641846,0.0117030143737793
"390",250,0.383282899856567,0.0241789817810059,0.0107560157775879
"391",250,0.381334066390991,0.0212311744689941,0.0113081932067871
"392",250,0.370012998580933,0.0207338333129883,0.0110599994659424
"393",250,0.385917186737061,0.0199210643768311,0.0109419822692871
"394",250,0.378760099411011,0.0190310478210449,0.011199951171875
"395",250,0.40147590637207,0.0208110809326172,0.010977029800415
"396",250,0.369962930679321,0.0204939842224121,0.0105259418487549
